pat_no,pat_clm_ct,pat_wrd_ct,pat_wrd_min,pat_dep_clm_ct,pat_dep_wrd_ct,pat_dep_wrd_min,pat_wrd_avg,pat_dep_wrd_avg,appl_id
3937297,1,200,200.0,8,309,26.0,200.0,38.625,
3937299,4,548,114.0,19,826,14.0,137.0,43.47368,
3937302,2,310,155.0,9,565,33.0,155.0,62.77778,
3937305,1,91,91.0,2,128,32.0,91.0,64.0,
3937315,3,393,94.0,11,418,13.0,131.0,38.0,
3937316,2,360,165.0,8,258,19.0,180.0,32.25,
3937319,2,419,173.0,4,184,25.0,209.5,46.0,
3937320,1,311,311.0,0,0,,311.0,,
3937321,6,789,121.0,12,211,12.0,131.5,17.58333,5419741.0
3937324,1,130,130.0,7,223,17.0,130.0,31.85714,
3937325,4,666,75.0,7,171,18.0,166.5,24.42857,
3937326,3,497,110.0,0,0,,165.6667,,5486061.0
3937327,2,931,460.0,8,1093,24.0,465.5,136.625,
3937328,1,120,120.0,2,42,17.0,120.0,21.0,
3937331,8,2613,222.0,11,818,32.0,326.625,74.36364,
3937332,1,156,156.0,5,523,86.0,156.0,104.6,
3937334,5,1050,131.0,11,614,19.0,210.0,55.81818,
3937335,4,1034,246.0,25,1651,29.0,258.5,66.04,
3937336,1,283,283.0,3,149,43.0,283.0,49.66667,
3937338,2,577,258.0,2,89,22.0,288.5,44.5,
3937341,3,691,185.0,0,0,,230.3333,,
3937347,1,129,129.0,6,315,39.0,129.0,52.5,
3937348,1,379,379.0,1,118,118.0,379.0,118.0,
3937349,1,186,186.0,5,124,19.0,186.0,24.8,
3937350,1,176,176.0,14,444,18.0,176.0,31.71428,
3937352,2,446,205.0,2,57,24.0,223.0,28.5,
3937353,2,347,135.0,21,943,15.0,173.5,44.90476,
3937355,1,235,235.0,4,155,14.0,235.0,38.75,
3937356,2,913,435.0,0,0,,456.5,,
3937357,6,1587,202.0,37,1216,14.0,264.5,32.86486,5399120.0
3937358,5,1569,189.0,0,0,,313.8,,
3937359,1,106,106.0,4,145,26.0,106.0,36.25,
3937360,1,494,494.0,1,156,156.0,494.0,156.0,
3937363,2,1294,633.0,6,318,37.0,647.0,53.0,
3937364,2,282,130.0,6,283,15.0,141.0,47.16667,5564701.0
3937366,1,244,244.0,0,0,,244.0,,
3937368,2,712,352.0,12,639,13.0,356.0,53.25,
3937370,1,159,159.0,2,32,13.0,159.0,16.0,
3937371,2,566,254.0,5,159,19.0,283.0,31.8,
3937372,2,199,93.0,6,284,29.0,99.5,47.33333,
3937373,1,268,268.0,0,0,,268.0,,
3937375,1,187,187.0,2,93,33.0,187.0,46.5,
3937376,1,234,234.0,10,359,16.0,234.0,35.9,
3937380,5,845,119.0,2,37,18.0,169.0,18.5,5541361.0
3937381,1,173,173.0,1,27,27.0,173.0,27.0,
3937382,2,391,141.0,25,945,20.0,195.5,37.8,5538089.0
3937383,3,352,103.0,13,331,14.0,117.3333,25.46154,
3937384,1,207,207.0,5,136,14.0,207.0,27.2,
3937385,1,186,186.0,10,548,20.0,186.0,54.8,
3937386,3,980,308.0,0,0,,326.6667,,5414222.0
3937389,2,309,134.0,10,268,20.0,154.5,26.8,
3937391,2,419,170.0,12,452,11.0,209.5,37.66667,
3937392,2,352,174.0,5,298,24.0,176.0,59.6,5520125.0
3937397,1,168,168.0,4,165,20.0,168.0,41.25,
3937398,2,331,154.0,13,744,35.0,165.5,57.23077,
3937404,1,137,137.0,4,132,26.0,137.0,33.0,
3937406,1,106,106.0,7,331,27.0,106.0,47.28571,
3937408,1,181,181.0,16,741,20.0,181.0,46.3125,5528449.0
3937414,1,124,124.0,9,322,15.0,124.0,35.77778,
3937415,3,469,130.0,4,158,20.0,156.3333,39.5,
3937416,3,1062,315.0,0,0,,354.0,,
3937418,1,210,210.0,0,0,,210.0,,
3937420,1,302,302.0,1,41,41.0,302.0,41.0,
3937421,3,888,292.0,3,65,13.0,296.0,21.66667,
3937422,3,458,96.0,4,249,32.0,152.6667,62.25,
3937424,2,319,155.0,11,404,18.0,159.5,36.72727,
3937426,6,1159,122.0,7,406,36.0,193.1667,58.0,
3937427,3,510,158.0,7,1062,58.0,170.0,151.7143,
3937428,2,507,227.0,12,1342,51.0,253.5,111.8333,
3937429,1,119,119.0,6,197,21.0,119.0,32.83333,
3937431,2,436,202.0,5,158,28.0,218.0,31.6,
3937433,5,577,81.0,11,363,19.0,115.4,33.0,
3937435,1,159,159.0,8,347,26.0,159.0,43.375,
3937440,3,1332,426.0,0,0,,444.0,,
3937443,4,851,135.0,6,274,22.0,212.75,45.66667,
3937446,4,513,119.0,2,53,18.0,128.25,26.5,
3937448,1,146,146.0,3,221,66.0,146.0,73.66666,
3937456,2,319,108.0,2,66,26.0,159.5,33.0,
3937457,2,446,207.0,12,724,19.0,223.0,60.33333,
3937459,3,397,73.0,15,682,18.0,132.3333,45.46667,5506526.0
3937462,1,164,164.0,21,1146,21.0,164.0,54.57143,
3937466,1,364,364.0,4,139,31.0,364.0,34.75,
3937469,2,383,173.0,4,140,15.0,191.5,35.0,
3937470,1,86,86.0,9,173,14.0,86.0,19.22222,
3937471,2,279,139.0,9,169,13.0,139.5,18.77778,
3937472,1,86,86.0,14,953,20.0,86.0,68.07143,
3937474,2,175,44.0,0,0,,87.5,,5445462.0
3937478,2,316,132.0,4,220,26.0,158.0,55.0,
3937480,1,138,138.0,12,520,20.0,138.0,43.33333,
3937484,1,153,153.0,7,262,26.0,153.0,37.42857,
3937488,2,558,271.0,4,104,23.0,279.0,26.0,5444637.0
3937489,2,700,293.0,7,282,25.0,350.0,40.28571,
3937490,3,441,135.0,11,575,29.0,147.0,52.27273,
3937492,1,361,361.0,4,183,32.0,361.0,45.75,
3937494,1,99,99.0,5,180,20.0,99.0,36.0,
3937495,1,187,187.0,1,55,55.0,187.0,55.0,
3937503,1,378,378.0,2,74,32.0,378.0,37.0,
3937505,1,198,198.0,5,371,32.0,198.0,74.2,
3937507,1,182,182.0,9,604,31.0,182.0,67.11111,
3937508,1,180,180.0,4,279,63.0,180.0,69.75,
3937509,1,154,154.0,1,71,71.0,154.0,71.0,
3937517,1,111,111.0,7,234,21.0,111.0,33.42857,
3937519,1,271,271.0,1,15,15.0,271.0,15.0,
3937520,1,102,102.0,5,119,12.0,102.0,23.8,
3937521,1,294,294.0,8,356,32.0,294.0,44.5,
3937522,1,237,237.0,1,62,62.0,237.0,62.0,
3937523,3,868,260.0,28,1091,18.0,289.3333,38.96429,
3937528,4,376,76.0,31,1068,13.0,94.0,34.45161,
3937529,3,423,106.0,20,708,16.0,141.0,35.4,
3937530,1,115,115.0,7,246,23.0,115.0,35.14286,
3937531,3,958,154.0,28,1138,15.0,319.3333,40.64286,
3937533,2,246,97.0,10,400,24.0,123.0,40.0,
3937534,1,130,130.0,8,277,28.0,130.0,34.625,
3937539,3,389,113.0,12,433,19.0,129.6667,36.08333,
3937550,1,183,183.0,2,97,36.0,183.0,48.5,
3937551,1,111,111.0,9,249,16.0,111.0,27.66667,5457703.0
3937552,3,503,133.0,0,0,,167.6667,,
3937558,1,134,134.0,7,317,25.0,134.0,45.28571,
3937559,2,203,86.0,7,208,17.0,101.5,29.71428,
3937560,1,150,150.0,1,20,20.0,150.0,20.0,
3937566,2,342,159.0,1,61,61.0,171.0,61.0,
3937567,3,1241,268.0,3,197,34.0,413.6667,65.66666,
3937569,1,171,171.0,9,174,13.0,171.0,19.33333,
3937574,3,620,136.0,22,1004,12.0,206.6667,45.63636,
3937577,1,216,216.0,7,362,24.0,216.0,51.71429,
3937583,1,235,235.0,2,36,16.0,235.0,18.0,
3937587,3,936,272.0,9,688,23.0,312.0,76.44444,
3937589,2,392,191.0,0,0,,196.0,,
3937590,4,767,178.0,5,165,22.0,191.75,33.0,
3937597,3,1212,372.0,11,418,20.0,404.0,38.0,
3937604,1,203,203.0,3,110,30.0,203.0,36.66667,
3937608,20,2065,43.0,8,305,21.0,103.25,38.125,
3937611,1,123,123.0,2,62,15.0,123.0,31.0,
3937612,1,92,92.0,7,316,9.0,92.0,45.14286,
3937618,1,253,253.0,16,388,11.0,253.0,24.25,
3937621,3,341,69.0,11,204,12.0,113.6667,18.54545,
3937624,2,387,147.0,18,1012,29.0,193.5,56.22222,
3937634,2,267,131.0,5,164,21.0,133.5,32.8,
3937636,7,746,53.0,10,336,24.0,106.5714,33.6,
3937640,1,242,242.0,2,80,36.0,242.0,40.0,5575538.0
3937645,1,481,481.0,0,0,,481.0,,5432682.0
3937651,1,408,408.0,5,243,27.0,408.0,48.6,
3937656,1,164,164.0,6,179,25.0,164.0,29.83333,
3937657,2,176,75.0,7,355,14.0,88.0,50.71429,
3937658,2,256,95.0,9,292,18.0,128.0,32.44444,
3937661,2,289,135.0,7,271,22.0,144.5,38.71429,
3937665,1,64,64.0,4,95,15.0,64.0,23.75,
3937675,2,158,76.0,6,162,15.0,79.0,27.0,5524591.0
3937677,1,296,296.0,19,853,13.0,296.0,44.89474,
3937684,1,372,372.0,6,227,25.0,372.0,37.83333,5463435.0
3937685,1,30,30.0,13,275,17.0,30.0,21.15385,
3937686,1,155,155.0,6,90,12.0,155.0,15.0,
3937694,1,87,87.0,2,82,22.0,87.0,41.0,
3937697,1,28,28.0,3,36,12.0,28.0,12.0,
3937704,1,103,103.0,0,0,,103.0,,
3937713,1,116,116.0,7,90,12.0,116.0,12.85714,5449141.0
3937715,2,92,17.0,0,0,,46.0,,
3937723,9,77,2.0,0,0,,8.555555,,
3937725,1,47,47.0,1,14,14.0,47.0,14.0,
3937733,2,80,25.0,9,133,12.0,40.0,14.77778,
3937734,3,775,256.0,7,195,19.0,258.3333,27.85714,
3937735,1,114,114.0,3,86,21.0,114.0,28.66667,
3937744,6,1150,159.0,37,1089,16.0,191.6667,29.43243,
3937749,1,298,298.0,5,131,14.0,298.0,26.2,
3937750,1,107,107.0,9,188,11.0,107.0,20.88889,
3937753,1,81,81.0,8,264,13.0,81.0,33.0,
3937755,1,90,90.0,5,180,15.0,90.0,36.0,
3937758,1,261,261.0,4,117,15.0,261.0,29.25,
3937759,1,89,89.0,9,238,14.0,89.0,26.44444,
3937760,1,142,142.0,15,369,14.0,142.0,24.6,5464871.0
3937761,1,309,309.0,10,388,11.0,309.0,38.8,
3937767,2,452,172.0,2,180,53.0,226.0,90.0,
3937770,1,102,102.0,7,291,17.0,102.0,41.57143,
3937773,1,336,336.0,2,71,27.0,336.0,35.5,5448070.0
3937774,2,309,142.0,6,292,30.0,154.5,48.66667,
3937776,1,256,256.0,7,400,36.0,256.0,57.14286,
3937779,1,116,116.0,3,105,26.0,116.0,35.0,
3937783,1,178,178.0,8,240,14.0,178.0,30.0,
3937789,2,423,198.0,3,94,31.0,211.5,31.33333,5425171.0
3937794,1,202,202.0,3,57,16.0,202.0,19.0,
3937795,1,236,236.0,8,215,18.0,236.0,26.875,5439616.0
3937796,2,350,166.0,4,243,49.0,175.0,60.75,
3937798,8,845,100.0,9,311,17.0,105.625,34.55556,
3937799,3,330,44.0,4,189,32.0,110.0,47.25,
3937816,2,299,140.0,6,92,11.0,149.5,15.33333,5447939.0
3937834,2,116,50.0,1,27,27.0,58.0,27.0,5417305.0
3937847,2,612,290.0,13,543,17.0,306.0,41.76923,
3937852,1,132,132.0,0,0,,132.0,,5376598.0
3937853,2,395,186.0,16,637,12.0,197.5,39.8125,5378493.0
3937854,2,381,175.0,15,461,13.0,190.5,30.73333,
3937855,2,159,47.0,6,198,23.0,79.5,33.0,5481900.0
3937861,1,203,203.0,5,177,27.0,203.0,35.4,
3937865,1,207,207.0,3,92,28.0,207.0,30.66667,5436669.0
3937873,2,290,108.0,23,883,15.0,145.0,38.3913,
3937875,1,267,267.0,3,96,16.0,267.0,32.0,
3937879,6,2930,121.0,9,724,38.0,488.3333,80.44444,
3937880,3,453,124.0,5,246,20.0,151.0,49.2,
3937884,2,222,89.0,10,481,18.0,111.0,48.1,
3937886,4,903,178.0,6,440,34.0,225.75,73.33334,
3937888,12,1170,85.0,0,0,,97.5,,3495127.0
3937889,1,349,349.0,5,146,17.0,349.0,29.2,
3937890,2,428,170.0,5,377,17.0,214.0,75.4,
3937891,1,220,220.0,2,166,47.0,220.0,83.0,
3937892,9,2642,199.0,18,2254,43.0,293.5555,125.2222,
3937893,2,696,330.0,15,1355,24.0,348.0,90.33334,5382067.0
3937896,8,2535,226.0,5,233,24.0,316.875,46.6,
3937897,3,395,90.0,26,2078,44.0,131.6667,79.92308,
3937900,2,338,119.0,2,63,27.0,169.0,31.5,
3937901,2,325,157.0,3,173,37.0,162.5,57.66667,
3937904,1,118,118.0,5,93,12.0,118.0,18.6,
3937905,1,50,50.0,12,321,17.0,50.0,26.75,
3937906,2,393,191.0,4,594,61.0,196.5,148.5,
3937908,4,703,88.0,8,584,44.0,175.75,73.0,
3937909,1,135,135.0,4,188,25.0,135.0,47.0,
3937911,2,414,197.0,2,42,21.0,207.0,21.0,
3937912,1,185,185.0,11,504,25.0,185.0,45.81818,
3937915,3,465,130.0,13,710,18.0,155.0,54.61538,5425802.0
3937916,2,256,125.0,5,157,14.0,128.0,31.4,
3937917,1,67,67.0,7,160,15.0,67.0,22.85714,
3937919,4,480,107.0,28,898,15.0,120.0,32.07143,
3937923,4,657,136.0,1,16,16.0,164.25,16.0,
3937924,1,301,301.0,31,1640,17.0,301.0,52.90322,
3937930,4,1089,221.0,7,343,37.0,272.25,49.0,
3937939,1,145,145.0,14,561,19.0,145.0,40.07143,5431499.0
3937941,5,1581,247.0,1,53,53.0,316.2,53.0,
3937947,1,198,198.0,2,287,128.0,198.0,143.5,
3937950,2,399,189.0,14,766,19.0,199.5,54.71429,
3937955,4,709,44.0,39,1976,24.0,177.25,50.66667,5514505.0
3937957,1,163,163.0,5,183,24.0,163.0,36.6,
3937958,4,807,152.0,27,1569,16.0,201.75,58.11111,
3937961,4,323,59.0,13,486,18.0,80.75,37.38462,
3937965,1,122,122.0,7,294,18.0,122.0,42.0,
3937967,2,347,140.0,2,122,54.0,173.5,61.0,
3937970,2,177,86.0,8,134,12.0,88.5,16.75,
3937972,3,543,159.0,11,933,22.0,181.0,84.81818,
3937975,1,426,426.0,3,378,63.0,426.0,126.0,
3937979,1,98,98.0,2,41,20.0,98.0,20.5,
3937981,3,1353,389.0,25,1619,22.0,451.0,64.76,
3937985,3,898,169.0,22,1561,23.0,299.3333,70.95454,
3937992,1,194,194.0,4,173,27.0,194.0,43.25,
3937993,8,1488,117.0,12,497,16.0,186.0,41.41667,
3937994,2,369,175.0,8,311,31.0,184.5,38.875,5478989.0
3937995,1,196,196.0,7,128,15.0,196.0,18.28572,5529615.0
3937998,1,209,209.0,8,469,22.0,209.0,58.625,5509142.0
3937999,2,548,200.0,10,291,19.0,274.0,29.1,
3938001,2,503,229.0,4,86,20.0,251.5,21.5,
3938007,1,267,267.0,8,485,34.0,267.0,60.625,
3938011,2,218,109.0,2,95,24.0,109.0,47.5,
3938018,1,206,206.0,3,175,29.0,206.0,58.33333,5506530.0
3938019,2,261,128.0,5,160,19.0,130.5,32.0,5531557.0
3938020,6,1112,124.0,6,346,39.0,185.3333,57.66667,
3938021,1,164,164.0,0,0,,164.0,,
3938024,4,798,173.0,7,396,23.0,199.5,56.57143,5538593.0
3938030,2,447,204.0,15,606,18.0,223.5,40.4,
3938032,1,161,161.0,6,451,24.0,161.0,75.16666,
3938033,1,135,135.0,5,133,19.0,135.0,26.6,
3938035,1,258,258.0,4,175,21.0,258.0,43.75,
3938036,1,132,132.0,5,196,37.0,132.0,39.2,
3938037,2,365,174.0,3,170,26.0,182.5,56.66667,
3938039,4,806,189.0,7,288,33.0,201.5,41.14286,
3938043,2,283,122.0,12,298,18.0,141.5,24.83333,
3938044,6,979,118.0,22,1198,30.0,163.1667,54.45454,5415657.0
3938046,2,387,156.0,16,464,20.0,193.5,29.0,
3938052,3,1051,287.0,4,318,33.0,350.3333,79.5,
3938060,1,187,187.0,9,357,24.0,187.0,39.66667,
3938065,1,260,260.0,5,216,25.0,260.0,43.2,
3938074,1,128,128.0,6,448,30.0,128.0,74.66666,
3938076,3,1002,209.0,1,84,84.0,334.0,84.0,
3938077,1,250,250.0,16,617,21.0,250.0,38.5625,
3938078,1,164,164.0,10,393,20.0,164.0,39.3,
3938079,2,859,267.0,6,537,47.0,429.5,89.5,
3938080,2,275,125.0,10,412,17.0,137.5,41.2,
3938084,3,459,116.0,17,817,18.0,153.0,48.05882,
3938085,2,868,315.0,8,1702,60.0,434.0,212.75,
3938089,6,1050,86.0,11,1750,34.0,175.0,159.0909,
3938090,1,201,201.0,29,1515,17.0,201.0,52.24138,5549472.0
3938091,2,607,256.0,5,431,28.0,303.5,86.2,5490179.0
3938092,1,113,113.0,3,77,23.0,113.0,25.66667,5503725.0
3938097,7,3253,258.0,20,1326,24.0,464.7143,66.3,5456537.0
3938098,2,290,135.0,8,285,17.0,145.0,35.625,5428597.0
3938104,4,915,201.0,6,596,49.0,228.75,99.33334,5431442.0
3938105,3,709,180.0,18,597,18.0,236.3333,33.16667,
3938110,2,125,60.0,39,1097,14.0,62.5,28.1282,
3938111,1,90,90.0,2,44,18.0,90.0,22.0,
3938112,2,559,242.0,8,595,23.0,279.5,74.375,
3938116,1,139,139.0,0,0,,139.0,,
3938119,2,302,131.0,8,370,18.0,151.0,46.25,
3938120,2,371,176.0,5,242,18.0,185.5,48.4,
3938121,1,273,273.0,10,450,37.0,273.0,45.0,
3938125,3,850,281.0,5,488,41.0,283.3333,97.6,
3938126,1,113,113.0,2,78,38.0,113.0,39.0,5521676.0
3938127,1,86,86.0,5,394,34.0,86.0,78.8,
3938134,2,308,136.0,10,579,22.0,154.0,57.9,
3938135,3,470,126.0,5,331,45.0,156.6667,66.2,
3938138,1,152,152.0,4,211,28.0,152.0,52.75,
3938139,3,1022,339.0,1,57,57.0,340.6667,57.0,
3938141,2,208,93.0,7,277,26.0,104.0,39.57143,
3938143,3,907,273.0,1,22,22.0,302.3333,22.0,
3938149,1,291,291.0,5,350,36.0,291.0,70.0,
3938152,1,206,206.0,6,191,16.0,206.0,31.83333,
3938160,1,107,107.0,3,94,20.0,107.0,31.33333,
3938161,3,759,177.0,20,805,17.0,253.0,40.25,
3938162,6,633,81.0,20,536,12.0,105.5,26.8,
3938165,1,178,178.0,7,469,36.0,178.0,67.0,
3938167,3,737,238.0,9,406,15.0,245.6667,45.11111,
3938170,4,611,131.0,5,194,30.0,152.75,38.8,
3938171,1,157,157.0,1,41,41.0,157.0,41.0,
3938175,2,404,200.0,0,0,,202.0,,
3938179,3,1130,318.0,10,488,26.0,376.6667,48.8,
3938180,3,1083,277.0,0,0,,361.0,,
3938183,2,242,116.0,11,543,17.0,121.0,49.36364,
3938185,1,186,186.0,4,302,54.0,186.0,75.5,
3938187,2,289,125.0,7,399,30.0,144.5,57.0,
3938189,8,1628,158.0,18,1060,30.0,203.5,58.88889,
3938190,2,328,144.0,21,799,14.0,164.0,38.04762,5497563.0
3938191,1,142,142.0,20,859,22.0,142.0,42.95,
3938193,2,340,146.0,6,357,30.0,170.0,59.5,
3938195,2,554,247.0,7,313,26.0,277.0,44.71429,
3938198,3,348,62.0,3,95,27.0,116.0,31.66667,
3938199,6,1180,128.0,32,1425,12.0,196.6667,44.53125,
3938200,1,227,227.0,6,212,16.0,227.0,35.33333,
3938202,2,147,65.0,8,389,17.0,73.5,48.625,
3938205,1,207,207.0,0,0,,207.0,,5498399.0
3938206,1,151,151.0,7,302,18.0,151.0,43.14286,
3938207,2,446,213.0,29,1032,16.0,223.0,35.58621,
3938209,1,257,257.0,15,1182,36.0,257.0,78.8,
3938210,1,295,295.0,14,794,24.0,295.0,56.71429,
3938211,3,304,80.0,7,295,19.0,101.3333,42.14286,
3938215,3,562,173.0,3,185,27.0,187.3333,61.66667,
3938216,3,444,126.0,15,518,18.0,148.0,34.53333,5548408.0
3938217,2,426,175.0,15,846,29.0,213.0,56.4,
3938218,2,474,182.0,7,448,52.0,237.0,64.0,
3938222,2,291,134.0,1,43,43.0,145.5,43.0,
3938228,1,124,124.0,5,113,20.0,124.0,22.6,
3938229,1,227,227.0,1,85,85.0,227.0,85.0,
3938230,1,488,488.0,0,0,,488.0,,
3938242,2,185,74.0,2,37,12.0,92.5,18.5,
3938248,1,233,233.0,6,237,21.0,233.0,39.5,
3938253,1,173,173.0,2,50,24.0,173.0,25.0,
3938254,4,804,149.0,7,561,39.0,201.0,80.14286,
3938256,2,449,124.0,7,480,51.0,224.5,68.57143,
3938257,2,490,241.0,5,258,28.0,245.0,51.6,
3938260,3,303,85.0,8,931,27.0,101.0,116.375,
3938263,3,341,97.0,7,118,13.0,113.6667,16.85714,5023424.0
3938264,1,64,64.0,2,119,50.0,64.0,59.5,
3938265,1,125,125.0,7,235,19.0,125.0,33.57143,
3938266,1,66,66.0,0,0,,66.0,,
3938267,3,482,99.0,9,308,22.0,160.6667,34.22222,
3938269,1,397,397.0,4,136,23.0,397.0,34.0,
3938270,1,216,216.0,0,0,,216.0,,
3938271,1,306,306.0,4,181,28.0,306.0,45.25,
3938272,2,424,172.0,2,93,42.0,212.0,46.5,
3938273,1,183,183.0,8,439,19.0,183.0,54.875,
3938277,3,1089,213.0,5,254,26.0,363.0,50.8,
3938278,1,143,143.0,5,139,15.0,143.0,27.8,
3938279,1,29,29.0,2,28,11.0,29.0,14.0,
3938280,1,105,105.0,3,59,16.0,105.0,19.66667,5589354.0
3938284,1,151,151.0,6,187,23.0,151.0,31.16667,
3938286,3,731,150.0,4,237,45.0,243.6667,59.25,
3938287,1,196,196.0,4,103,18.0,196.0,25.75,
3938295,2,333,162.0,2,64,32.0,166.5,32.0,5553630.0
3938299,2,525,254.0,9,343,20.0,262.5,38.11111,
3938300,1,273,273.0,9,375,23.0,273.0,41.66667,
3938301,4,887,180.0,3,373,81.0,221.75,124.3333,
3938302,2,464,132.0,6,429,22.0,232.0,71.5,
3938303,1,884,884.0,3,344,58.0,884.0,114.6667,
3938305,1,105,105.0,6,247,19.0,105.0,41.16667,
3938308,2,435,128.0,3,341,86.0,217.5,113.6667,
3938309,2,438,202.0,19,544,17.0,219.0,28.63158,
3938311,4,385,83.0,10,419,21.0,96.25,41.9,
3938315,3,431,77.0,13,603,17.0,143.6667,46.38462,
3938316,2,732,328.0,0,0,,366.0,,
3938318,3,864,180.0,3,113,18.0,288.0,37.66667,5368372.0
3938325,1,312,312.0,17,653,15.0,312.0,38.41177,
3938328,2,373,184.0,10,384,16.0,186.5,38.4,
3938330,1,300,300.0,2,73,28.0,300.0,36.5,
3938331,1,118,118.0,6,281,24.0,118.0,46.83333,
3938338,1,223,223.0,15,376,14.0,223.0,25.06667,
3938341,2,524,229.0,3,105,33.0,262.0,35.0,
3938342,2,275,88.0,15,339,13.0,137.5,22.6,
3938346,1,171,171.0,7,179,13.0,171.0,25.57143,
3938347,1,355,355.0,6,221,25.0,355.0,36.83333,
3938356,2,404,157.0,9,255,18.0,202.0,28.33333,
3938358,2,567,270.0,14,488,18.0,283.5,34.85714,
3938359,2,267,98.0,15,1015,33.0,133.5,67.66666,
3938362,1,98,98.0,9,359,28.0,98.0,39.88889,
3938367,3,487,132.0,7,348,22.0,162.3333,49.71429,
3938368,3,581,150.0,5,266,34.0,193.6667,53.2,
3938369,1,141,141.0,8,222,13.0,141.0,27.75,
3938372,1,143,143.0,9,352,18.0,143.0,39.11111,
3938377,7,2340,206.0,35,2111,23.0,334.2857,60.31429,
3938381,2,391,163.0,0,0,,195.5,,
3938383,10,1589,102.0,19,801,16.0,158.9,42.15789,
3938387,1,65,65.0,2,76,32.0,65.0,38.0,
3938388,2,388,178.0,15,435,15.0,194.0,29.0,
3938391,2,168,72.0,12,296,14.0,84.0,24.66667,
3938394,2,535,123.0,3,237,25.0,267.5,79.0,
3938397,1,288,288.0,3,195,36.0,288.0,65.0,
3938402,3,570,186.0,11,609,27.0,190.0,55.36364,
3938404,2,171,74.0,4,207,31.0,85.5,51.75,
3938410,1,307,307.0,9,473,20.0,307.0,52.55556,
3938411,2,433,162.0,5,268,37.0,216.5,53.6,
3938415,3,805,193.0,6,301,27.0,268.3333,50.16667,5426087.0
3938425,1,352,352.0,1,19,19.0,352.0,19.0,5460907.0
3938427,3,773,221.0,6,173,15.0,257.6667,28.83333,
3938428,3,577,169.0,9,379,21.0,192.3333,42.11111,
3938429,1,141,141.0,3,111,30.0,141.0,37.0,
3938431,1,171,171.0,9,515,36.0,171.0,57.22222,
3938434,8,1402,140.0,40,1224,13.0,175.25,30.6,
3938436,2,811,342.0,6,349,32.0,405.5,58.16667,
3938439,1,121,121.0,2,46,17.0,121.0,23.0,
3938443,2,528,241.0,2,154,54.0,264.0,77.0,
3938446,3,366,97.0,26,1603,18.0,122.0,61.65385,5503747.0
3938450,1,261,261.0,0,0,,261.0,,5501061.0
3938455,4,1356,293.0,6,254,25.0,339.0,42.33333,
3938459,1,220,220.0,9,319,20.0,220.0,35.44444,
3938465,3,360,101.0,2,45,20.0,120.0,22.5,
3938466,1,194,194.0,0,0,,194.0,,
3938469,1,224,224.0,0,0,,224.0,,
3938473,1,154,154.0,2,57,20.0,154.0,28.5,
3938478,3,1042,242.0,12,560,21.0,347.3333,46.66667,
3938480,3,613,192.0,15,571,15.0,204.3333,38.06667,
3938481,1,286,286.0,21,1346,17.0,286.0,64.09524,
3938484,1,94,94.0,2,74,20.0,94.0,37.0,
3938489,1,276,276.0,6,208,21.0,276.0,34.66667,
3938491,1,470,470.0,6,347,21.0,470.0,57.83333,
3938494,2,550,258.0,40,2426,23.0,275.0,60.65,
3938496,2,728,358.0,5,461,40.0,364.0,92.2,5536566.0
3938503,1,253,253.0,23,1015,18.0,253.0,44.13044,
3938507,7,1838,140.0,25,1498,25.0,262.5714,59.92,
3938509,1,134,134.0,8,639,34.0,134.0,79.875,
3938513,2,429,212.0,9,273,18.0,214.5,30.33333,5430418.0
3938514,3,700,113.0,9,298,22.0,233.3333,33.11111,
3938516,4,523,92.0,24,830,11.0,130.75,34.58333,
3938518,1,318,318.0,3,221,69.0,318.0,73.66666,5541205.0
3938519,2,359,134.0,11,512,16.0,179.5,46.54546,5445849.0
3938520,2,515,250.0,14,797,31.0,257.5,56.92857,
3938526,4,275,52.0,17,445,16.0,68.75,26.17647,
3938527,1,181,181.0,8,392,20.0,181.0,49.0,
3938532,2,337,133.0,8,345,23.0,168.5,43.125,
3938533,4,365,51.0,11,634,15.0,91.25,57.63636,
3938534,1,137,137.0,6,274,28.0,137.0,45.66667,
3938535,2,226,111.0,2,50,24.0,113.0,25.0,5477848.0
3938537,2,164,63.0,0,0,,82.0,,
3938538,3,405,85.0,7,247,15.0,135.0,35.28571,5437448.0
3938540,1,115,115.0,2,41,19.0,115.0,20.5,
3938543,1,220,220.0,10,366,22.0,220.0,36.6,
3938545,4,572,108.0,12,552,28.0,143.0,46.0,
3938546,1,221,221.0,4,147,27.0,221.0,36.75,
3938547,2,450,214.0,19,973,17.0,225.0,51.21053,
3938548,1,112,112.0,11,338,17.0,112.0,30.72727,
3938549,1,251,251.0,9,514,31.0,251.0,57.11111,
3938552,1,270,270.0,8,465,26.0,270.0,58.125,
3938554,2,526,217.0,25,2266,17.0,263.0,90.64,
3938559,2,181,85.0,5,147,24.0,90.5,29.4,5528130.0
3938563,1,105,105.0,6,209,25.0,105.0,34.83333,
3938564,2,575,266.0,4,221,46.0,287.5,55.25,
3938566,4,1846,241.0,24,2165,35.0,461.5,90.20834,
3938569,1,316,316.0,0,0,,316.0,,
3938570,2,291,137.0,4,100,21.0,145.5,25.0,
3938572,1,161,161.0,2,44,19.0,161.0,22.0,
3938573,1,222,222.0,3,83,15.0,222.0,27.66667,5459872.0
3938581,2,219,107.0,8,240,25.0,109.5,30.0,
