own_addr_1,own_addr_2,own_addr_city,own_composed_of,own_addr_country_cd,own_altn_name,own_entity_desc,own_seq,own_entity_cd,own_nalty_country_cd,own_nalty_other_cd,own_nalty_state_cd,own_addr_other_cd,own_name,own_type_cd,own_addr_postal,own_addr_state_cd,own_id,serial_no
P.O. Box 14588,,Chicago,,,,,1,3,,,IL,,"Stanley Maria, Inc.",20,606140588,IL,6064263,75758030
P.O. Box 14588,,Chicago,,,,,1,3,,,IL,,"Stanley Maria, Inc.",10,606140588,IL,6064264,75758030
8571 Highwood Drive,,San Diego,,,,,1,1,US,,,,LE JOHNSON,10,92119,CA,6066260,75758842
16639 Gale Avenue,,Industry,,,,,1,16,,,DE,,Metropolitan Provisions Holding ll,10,917451802,CA,6070039,75760694
"3155 Kearney Street, Suite 200",,Fremont,,,,,1,3,,,CA,,"MARGI Systems, Inc.",10,94538,CA,6070206,75760774
1251 Avenue of the Americas,,New York,,,,,1,3,,,NY,,"Avon Products, Inc.",30,10020,NY,6072250,75761619
1251 Avenue of the Americas,,New York,,,,,1,3,,,NY,,"Avon Products, Inc.",20,10020,NY,6072251,75761619
1251 Avenue of the Americas,,New York,,,,,1,3,,,NY,,"Avon Products, Inc.",10,10020,NY,6072252,75761619
"7536 Forsyth Blvd., Suite 114",,St. Louis,,,,,1,3,,,MO,,"An Apple A Day, Inc.",10,63105,MO,6072680,75761789
"7536 Forsyth Blvd., Suite 114",,St. Louis,,,,,1,3,,,MO,,"An Apple A Day, Inc.",10,63105,MO,6072681,75761790
"7536 Forsyth Blvd., Suite 114",,St. Louis,,,,,1,3,,,MO,,"An Apple A Day, Inc.",10,63105,MO,6072682,75761791
"7536 Forsyth Blvd., Suite 114",,St. Louis,,,,,1,3,,,MO,,"An Apple A Day, Inc.",10,63105,MO,6072694,75761795
9 West 57th Street,,New York,,,,,1,3,,,NY,,"Chanel, Inc.",20,10019,NY,6087331,75768074
9 West 57th Street,,New York,,,,,1,3,,,NY,,"Chanel, Inc.",10,10019,NY,6087332,75768074
14501 South Orange Blossom Trail,,Orlando,,,,,1,3,,,FL,,"GODWIN'S GATORLAND, INC.",30,32837,FL,6089646,75769024
14501 South Orange Blossom Trail,,Orlando,,,,,1,3,,,FL,,"GODWIN'S GATORLAND, INC.",10,32837,FL,6089647,75769024
48 Middleton Drive,,Hertford,,,,,1,1,US,,,,"Terranova, Cathy",20,27944,NC,6091899,75769955
48 Middleton Drive,,Hertford,,,,,1,1,US,,,,"Terranova, Cathy",10,27944,NC,6091900,75769955
932 North Alfred Street,,Los Angeles,,,,,1,1,US,,,,"Papel, Stanley",30,90069,CA,6093780,75770984
932 North Alfred Street,,Los Angeles,,,,,1,1,US,,,,"Papel, Stanley",20,90069,CA,6093781,75770984
932 North Alfred Street,,Los Angeles,,,,,1,1,US,,,,"Papel, Stanley",10,90069,CA,6093782,75770984
One Gardner Place,,Middletown,,,,,1,1,US,,,,"Ridge, John M.",20,45042,OH,6096616,75772159
One Gardner Place,,Middletown,,,,,1,1,US,,,,"Ridge, John M.",10,45042,OH,6096617,75772159
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",30,91521,CA,6104523,75775656
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,6104524,75775656
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,6104525,75775656
"3109 M St. NW, Suite 200",,Washington,,,,,1,3,,,MD,,"Be As You Are, inc.",10,20007,DC,6106997,75776681
"1-7-1 KONAN, MINATO-KU",,TOKYO,,JP,,,1,3,JP,,,,SONY INTERACTIVE ENTERTAINMENT INC.,31,,,6109997,75777934
l-l Akasaka 7-chome,,"Minato-ku, Tokyo",,JP,,,1,3,JP,,,,Kabushiki Kaisha Sony Computer Entertainment,30,,,6109998,75777934
l-l Akasaka 7-chome,,"Minato-ku, Tokyo",,JP,,,1,3,JP,,,,Kabushiki Kaisha Sony Computer Entertainment,20,,,6109999,75777934
l-l Akasaka 7-chome,,"Minato-ku, Tokyo",,JP,,,1,3,JP,,,,Kabushiki Kaisha Sony Computer Entertainment,10,,,6110000,75777934
Two World Trade Center,,New York,,,,,1,3,,,DE,,Morgan Stanley Dean Witter & Co.,20,10048,NY,6110110,75777978
Two World Trade Center,,New York,,,,,1,3,,,DE,,Morgan Stanley Dean Witter & Co.,10,10048,NY,6110111,75777978
"1417 Sadler Road, #219",,Fernandina Beach,,,,,1,1,US,,,,"Jacobson, John F., Jr.",30,32034,FL,6110490,75778148
"1417 SADLER ROAD, #219",,FERNANDINA BEACH,,,,,1,1,US,,,,"Jacobson, John F., Jr.",20,32034,FL,6110491,75778148
"1417 SADLER ROAD, #219",,FERNANDINA BEACH,,,,,1,1,US,,,,"Jacobson, John F., Jr.",10,32034,FL,6110492,75778148
,1 Hormel Place,Austin,,,,,1,16,,,MN,,"HORMEL FOODS, LLC",30,55912,MN,6111085,75778381
1 Hormel Place,,Austin,,,,,1,16,,,MN,,"HORMEL FOODS, LLC",20,55912,MN,6111086,75778381
1 Hormel Place,,Austin,,,,,1,16,,,MN,,"HORMEL FOODS, LLC",10,55912,MN,6111087,75778381
1374 Massachusetts Avenue,,Cambridge,,,,,1,3,,,MA,,"Cambridge Financial Group, Inc.",30,021383822,MA,6113639,75779443
1374 Massachusetts Avenue,,Cambridge,,,,,1,3,,,MA,,"Cambridge Financial Group, Inc.",20,021383822,MA,6113640,75779443
1374 Massachusetts Avenue,,Cambridge,,,,,1,3,,,MA,,"Cambridge Financial Group, Inc.",10,021383822,MA,6113641,75779443
2624 AUBURN STREET,,ERIE,,,,,1,1,US,,,,"JOHNSTON, THOMAS P.",10,16058,PA,6113834,75779526
333 CONTINENTAL BLVD.,,EL SEGUNDO,,,,,1,3,,,DE,,"MATTEL, INC.",30,902455012,CA,6115636,75780453
333 CONTINENTAL BLVD.,,EL SEGUNDO,,,,,1,3,,,DE,,"MATTEL, INC.",20,902455012,CA,6115637,75780453
333 CONTINENTAL BLVD.,,EL SEGUNDO,,,,,1,3,,,DE,,"MATTEL, INC.",10,902455012,CA,6115638,75780453
333 CONTINENTAL BLVD.,,EL SEGUNDO,,,,,1,3,,,DE,,"MATTEL, INC.",30,902455012,CA,6115683,75780474
333 CONTINENTAL BLVD.,,EL SEGUNDO,,,,,1,3,,,DE,,"MATTEL, INC.",20,902455012,CA,6115684,75780474
333 CONTINENTAL BLVD.,,EL SEGUNDO,,,,,1,3,,,DE,,"MATTEL, INC.",10,902455012,CA,6115685,75780474
9 West 57th Street,,New York,,,,,1,3,,,NY,,"Chanel, Inc.",30,10019,NY,6119571,75782129
9 West 57th Street,,New York,,,,,1,3,,,NY,,"Chanel, Inc.",20,10019,NY,6119572,75782129
9 West 57th Street,,New York,,,,,1,3,,,NY,,"Chanel, Inc.",10,10019,NY,6119573,75782129
1130 E. Arapaho Road,,Richardson,,,,,1,3,,,DE,,"SAMSUNG TELECOMMUNICATIONS AMERICA, INC.",30,75081,TX,6122241,75783219
1130 E. Arapaho Road,,Richardson,,,,,1,3,,,DE,,"SAMSUNG TELECOMMUNICATIONS AMERICA, INC.",20,75081,TX,6122242,75783219
1130 E. Arapaho Road,,Richardson,,,,,1,3,,,DE,,"SAMSUNG TELECOMMUNICATIONS AMERICA, INC.",10,75081,TX,6122243,75783219
700 Sylvan Avenue,International Plaza,Englewood Cliffs,,,,,1,3,,,DE,,Bestfoods,10,01632,NJ,6128131,75785883
8122 Geary Blvd,,San Francisco,,,,,1,98,US,,,,"Boyd, Robert C",10,94121,CA,6128824,75786175
8122 Geary Blvd,,San Francisco,,,,,1,98,US,,,,"Boyd, Robert C",10,94121,CA,6128825,75786176
100 ABBOTT PARK ROAD,,ABBOTT PARK,,,,,1,3,,,IL,,ABBOT LABORATORIES,20,600646050,IL,6130575,75786902
100 ABBOTT PARK ROAD,,ABBOTT PARK,,,,,1,3,,,IL,,ABBOT LABORATORIES,10,600646050,IL,6130576,75786902
100 ABBOTT PARK ROAD,,ABBOTT PARK,,,,,1,3,,,IL,,ABBOTT LABORATORIES,20,600646050,IL,6131047,75787102
100 ABBOTT PARK ROAD,,ABBOTT PARK,,,,,1,3,,,IL,,ABBOTT LABORATORIES,10,600646050,IL,6131048,75787102
1 JOHN STREET,,CLINTON,,,,,1,3,,,DE,,"UNILEVER SUPPLY CHAIN, INC.",31,06413,CT,6133567,75788136
501 Silverside Road,,Wilmington,,,,,1,3,,,DE,,"Lipton Investments, Inc.",30,19809,DE,6133568,75788136
501 Silverside Road,,Wilmington,,,,,1,3,,,DE,,"Lipton Investments, Inc.",20,19809,DE,6133569,75788136
501 Silverside Road,,Wilmington,,,,,1,3,,,DE,,"Lipton Investments, Inc.",10,19809,DE,6133570,75788136
"1-1, Akasaka 7-chome, Minato-Ku",,"Tokyo, 107-0052",,JP,TA Sony Computer Entertainment Inc.,,1,3,JP,,,,Kabushiki Kaisha Sony Computer Entertainment,30,,,6135119,75788768
"1-1, Akasaka 7-chome, Minato-Ku",,"Tokyo, 107-0052",,JP,TA Sony Computer Entertainment Inc.,,1,3,JP,,,,Kabushiki Kaisha Sony Computer Entertainment,20,,,6135120,75788768
"1-1, Akasaka 7-chome, Minato-Ku",,"Tokyo, 107-0052",,JP,TA Sony Computer Entertainment Inc.,,1,3,JP,,,,Kabushiki Kaisha Sony Computer Entertainment,10,,,6135121,75788768
45 Exchange Street,,Portland,,,,,1,3,,,ME,,Leaa Library LLC,10,04101,ME,6143540,75792426
1732 Sims Place,,Lakeland,,,,,1,1,US,,,,"Duncan, Barbara",10,33803,FL,6145549,75793270
"201 N. MAIN STREET SERVICES, INC",SUITE 215,ST. CHARLES,,,,,1,3,,,MO,,"Appleton Medical Services, Inc.",30,63301,MT,6147084,75793899
490 St. Francois,,Florissant,,,,,1,3,,,MO,,"Appleton Medical Services, Inc.",20,63031,MO,6147085,75793899
490 St. Francois,,Florissant,,,,,1,3,,,MO,,"Appleton Medical Services, Inc.",10,63031,MO,6147086,75793899
"l- 1, Akasaka 7-chome",,"Minato-ku, Tokyo",,JP,TA SONY COMPUTER ENTERTAINMENT INC.,,1,3,JP,,,,KABUSHIKI KAISHA SONY COMPUTER ENTERTAINMENT,20,,,6152703,75796404
"l- 1, Akasaka 7-chome",,"Minato-ku, Tokyo",,JP,TA SONY COMPUTER ENTERTAINMENT INC.,,1,3,JP,,,,KABUSHIKI KAISHA SONY COMPUTER ENTERTAINMENT,10,,,6152704,75796404
"1-1, Akasaka 7-chome",,"Minato-ku, Tokyo",,JP,"TA Sony Computer Entertainment, Inc.",,1,3,JP,,,,Kabushiki Kaisha Sony Computer Entertainment,20,,,6153153,75796586
"1-1, Akasaka 7-chome",,"Minato-ku, Tokyo",,JP,"TA Sony Computer Entertainment, Inc.",,1,3,JP,,,,Kabushiki Kaisha Sony Computer Entertainment,10,,,6153154,75796586
"2-6-21, MINAMI-AOYAMA MINATO-KU",,Tokyo,,JP,TA Sony Computer Entertainment Inc.,,1,3,JP,,,,Kabushiki Kaisha Sony Computer Entertainment,30,1070062,,6154488,75797144
"l-l, Akasaka 7-chome, Minato-ku",,Tokyo,,JP,TA Sony Computer Entertainment Inc.,,1,3,JP,,,,Kabushiki Kaisha Sony Computer Entertainment,20,,,6154489,75797144
"l-l, Akasaka 7-chome, Minato-ku",,Tokyo,,JP,TA Sony Computer Entertainment Inc.,,1,3,JP,,,,Kabushiki Kaisha Sony Computer Entertainment,10,,,6154490,75797144
"25A, Boulevard Royal",,Le Forum Royal L-2449,,LU,,,1,3,LU,,,,Prefel S.A.,30,,,6160005,75799517
"25A, Boulevard Royal",,Le Forum Royal L-2449,,LU,,,1,3,LU,,,,Prefel S.A.,20,,,6160006,75799517
"25A, Boulevard Royal",,Le Forum Royal L-2449,,LU,,,1,3,LU,,,,Prefel S.A.,10,,,6160007,75799517
,5800 Innovation Dr.,Dublin,,,,,1,3,,,OH,,"Stanley Steemer International, Inc.",30,43016,OH,6167026,75802645
5500 Stanley Steemer Parkway,,Dublin,,,,,1,3,,,OH,,"Stanley Steemer International, Inc.",20,43016,OH,6167027,75802645
5500 Stanley Steemer Parkway,,Dublin,,,,,1,3,,,OH,,"Stanley Steemer International, Inc.",10,43016,OH,6167028,75802645
5500 Stanley Steemer Parkway,,Dublin,,,,,1,3,,,OH,,"Stanley Steemer International, Inc.",30,43016,OH,6169252,75803543
5500 Stanley Steemer Parkway,,Dublin,,,,,1,3,,,OH,,"Stanley Steemer International, Inc.",20,43016,OH,6169253,75803543
5500 Stanley Steemer Parkway,,Dublin,,,,,1,3,,,OH,,"Stanley Steemer International, Inc.",10,43016,OH,6169254,75803543
,120 Kenyon Drive,Lakewood,,,,,1,16,,,NJ,,GALAXY BRUSH LLC,34,08701,NJ,6171577,75804476
"227 W. MONROE STREET, SUITE 3900",,CHICAGO,,,,,1,3,,,DE,,VPC FULLER BRUSH OPERATING CORP.,33,60606,IL,6171578,75804476
225 Windsor Drive,,Itasca,,,,,1,16,,,,,"ENESCO, LLC",32,60143,IL,6171579,75804476
225 WINDSOR DRIVE,,ITASCA,,,,,1,3,,,IL,,"ENESCO GROUP, INC.",31,60143,IL,6171580,75804476
333 Western Avenue,,Westfield,,,,,1,3,,,MA,,"ENESCO GROUP, INC.",30,01085,MA,6171581,75804476
333 Western Avenue,,Westfield,,,,,1,3,,,MA,,"ENESCO GROUP, INC.",20,01085,MA,6171582,75804476
333 Western Avenue,,Westfield,,,,,1,3,,,MA,,"ENESCO GROUP, INC.",10,01085,MA,6171583,75804476
"41 WEST 57TH, 4TH FLOOR",,NEW YORK,,,,,1,3,,,NY,,"ASCENT GROUP, LLC",20,10019,NY,6176111,75806600
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",10,94085,CA,6176112,75806600
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",20,94086,CA,6176113,75806601
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",10,94086,CA,6176114,75806601
"41 WEST 57TH, 4TH FLOOR",,NEW YORK,,,,,1,3,,,NY,,"ASCENT GROUP, LLC",20,10019,NY,6176115,75806602
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",10,94086,CA,6176116,75806602
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",20,94086,CA,6176117,75806603
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",10,94086,CA,6176118,75806603
"41 WEST 57TH, 4TH FLOOR",,NEW YORK,,,,,1,3,,,NY,,"ASCENT GROUP, LLC",21,10019,NY,6176119,75806604
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",20,94086,CA,6176120,75806604
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",10,94086,CA,6176121,75806604
1210 East Arques Ave,,Sunnyvale,,,,,1,13,,,NY,,Wheatley Partners L.P.,20,94085,CA,6177262,75807075
1210 East Arques Ave,,Sunnyvale,,,,,1,13,,,NY,,Wheatley Partners L.P.,10,94085,CA,6177263,75807075
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",20,94086,CA,6177264,75807076
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",10,94086,CA,6177265,75807076
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",20,94085,CA,6177266,75807077
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",10,94085,CA,6177267,75807077
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",20,94086,CA,6177268,75807078
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",10,94086,CA,6177269,75807078
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",20,94086,CA,6177270,75807079
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",10,94086,CA,6177271,75807079
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",20,94086,CA,6177348,75807107
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",10,94086,CA,6177349,75807107
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",20,94086,CA,6177350,75807108
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",10,94086,CA,6177351,75807108
"41 West 57th, 4th Floor",,New York,,,,,1,3,,,NY,,"Ascent Group, LLC",21,10019,NY,6177352,75807109
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",20,94086,CA,6177353,75807109
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",10,94086,CA,6177354,75807109
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",10,94086,CA,6177355,75807110
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",20,94085,CA,6177356,75807111
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",10,94085,CA,6177357,75807111
80 Cuttermill Rd,,Great Neck,,,,,1,13,,,,,Wheatley Parntner L.P.,11,11021,NY,6177423,75807145
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",10,94086,CA,6177424,75807145
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",20,94086,CA,6177425,75807146
41 WEST 57TH,4TH FLOOR,NEW YORK,,,,,1,3,,,NY,,ASCENT GROUP LLC,11,10019,NY,6177426,75807146
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",10,94086,CA,6177427,75807146
"41 West 57th, 4th Floor",,New York,,,,,1,3,,,NY,,"Acent Group, LLC",21,10019,NY,6177428,75807147
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",20,94086,CA,6177429,75807147
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",10,94086,CA,6177430,75807147
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",20,94086,CA,6177431,75807148
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",10,94086,CA,6177432,75807148
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",20,94086,CA,6177433,75807149
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",10,94086,CA,6177434,75807149
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",20,94086,CA,6177504,75807182
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",10,94086,CA,6177505,75807182
"41 West 57th, 4th Floor",,New York,,,,,1,3,,,NY,,"Ascent Group, LLC, The",21,10019,NY,6177506,75807183
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",20,94086,CA,6177507,75807183
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",10,94086,CA,6177508,75807183
"41 West 57th, 4th Floor",,New York,,,,,1,3,,,NY,,"Ascent Group, LLC, The",21,10019,NY,6177509,75807184
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",20,94086,CA,6177510,75807184
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",10,94086,CA,6177511,75807184
80 Cuttermil Rd,,Greatneck,,,,,1,13,,,NY,,Wheatley Partners L.P.,10,11021,NY,6177512,75807185
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",20,94086,CA,6177513,75807186
1210 East Arques Avenue,,Sunnyvale,,,,,1,3,,,CA,,"Caresoft, Inc.",10,94086,CA,6177514,75807186
Post Office Box 7752,,Horseshoe Bay,,,,,1,3,,,TX,,"Horseshoe Bay Applehead, Inc.",30,78657,TX,6181081,75808619
Post Office Box 7752,,Horseshoe Bay,,,,,1,3,,,TX,,"Horseshoe Bay Applehead, Inc.",20,78657,TX,6181082,75808619
Post Office Box 7752,,Horseshoe Bay,,,,,1,3,,,TX,,"Horseshoe Bay Applehead, Inc.",10,78657,TX,6181083,75808619
182 Hester St # Apt 25,,New York,,,,,1,1,US,,,,"Bardini, Renato",20,10013,NY,6183424,75809583
182 Hester St # Apt 25,,New York,,,,,1,1,US,,,,"Bardini, Renato",10,10013,NY,6183425,75809583
"606 SAN JUAN AVENUE, No. B",,VENICE,,,DBA SILVER APPLE IMAGES,,1,19,,,NC,,AMY LABOWITZ,30,90291,CA,6183660,75809678
"606 SAN JUAN AVENUE, No. B",,VENICE,,,DBA SILVER APPLE IMAGES,,1,19,,,NC,,AMY LABOWITZ,20,90291,CA,6183661,75809678
"606 SAN JUAN AVENUE, No. B",,VENICE,,,DBA SILVER APPLE IMAGES,,1,19,,,NC,,AMY LABOWITZ,10,90291,CA,6183662,75809678
1920 Gunbarrel Rd. Apt 1305,,Chattanooga,,,,,1,1,US,,,,"Fox, Robert Andy",20,37421,TN,6185495,75810632
1920 Gunbarrel Rd. Apt 1305,,Chattanooga,,,,,1,1,US,,,,"Fox, Robert Andy",10,37421,TN,6185496,75810632
5150 Yakima Valley Highway,,Wapato,,,,,1,3,,,WA,,Valicoff Fruit Co.,30,98951,WA,6187702,75811540
5150 Yakima Valley Highway,,Wapato,,,,,1,3,,,WA,,Valicoff Fruit Co.,20,98951,WA,6187703,75811540
5150 Yakima Valley Highway,,Wapato,,,,,1,3,,,WA,,Valicoff Fruit Co.,10,98951,WA,6187704,75811540
5150 Yakima Valley Highway,,Wapato,,,,,1,3,,,WA,,Valicoff Fruit Co,10,98951,WA,6187782,75811573
"350 W. Commercial Street, 2nd Floor",,East Rochester,,,,,1,3,,,NY,,"Roblin, Inc.",10,14445,NY,6192368,75813412
200 Chesapeake Drive,,Redwood City,,,,,1,3,,,DE,,"MADETOORDER.COM, INC.",20,94063,CA,6198552,75816192
200 Chesapeake Drive,,Redwood City,,,,,1,3,,,DE,,"MADETOORDER.COM, INC.",10,94063,CA,6198553,75816192
One Wolfs Lane #9,,Pelham,,,,,1,3,,,NY,,"Applegate Way, Inc.",10,10803,NY,6199827,75816729
212 Mohonua Place,,Honolulu,,,,,1,3,,,HI,,Ala Makana Inc.,30,96819,HI,6205708,75819162
212 Mohonua Place,,Honolulu,,,,,1,3,,,HI,,Ala Makana Inc.,20,96819,HI,6205709,75819162
212 Mohonua Place,,Honolulu,,,,,1,3,,,HI,,Ala Makana Inc.,10,96819,HI,6205710,75819162
212 Mohonua Place,,Honolulu,,,,,1,3,,,HI,,Ala Makana Inc.,30,96819,HI,6205711,75819163
212 Mohonua Place,,Honolulu,,,,,1,3,,,HI,,Ala Makana Inc.,20,96819,HI,6205712,75819163
212 Mohonua Place,,Honolulu,,,,,1,3,,,HI,,Ala Makana Inc.,10,96819,HI,6205713,75819163
"94 Northwoods Boulevard, Suite 204",,Columbus,,,,,1,16,,,OH,,"Swapmancom, L.L.C.",10,43235,OH,6206380,75819466
6122 Whittier Boulevard,,Los Angeles,,,,,1,3,,,CA,,"Stanley Kong¿s Good-Care Products, Inc.",30,90022,CA,6206581,75819548
6122 Whittier Boulevard,,Los Angeles,,,,,1,3,,,CA,,"Stanley Kong¿s Good-Care Products, Inc.",20,90022,CA,6206582,75819548
6122 Whittier Boulevard,,Los Angeles,,,,,1,3,,,CA,,"Stanley Kong¿s Good-Care Products, Inc.",10,90022,CA,6206583,75819548
324 PEARL STREET #4C,,NEW YORK,,,,,2,1,AR,,,,"Torres, Carlos A.",20,10038,NY,6207951,75820167
324 PEARL STREET #4C,,NEW YORK,,,,,1,1,AR,,,,"Toma, T. Nicole",20,10038,NY,6207952,75820167
324 PEARL STREET #4C,,NEW YORK,,,,,2,1,AR,,,,"Torres, Carlos A.",10,10038,NY,6207953,75820167
324 PEARL STREET #4C,,NEW YORK,,,,,1,1,AR,,,,"Toma, T. Nicole",10,10038,NY,6207954,75820167
"Six Concourse Parkway, Suite 1700",,Atlanta,,,,,1,3,,,WA,,"Cinnabon, Inc",30,303285352,GA,6208727,75820616
"Six Concourse Parkway, Suite 1700",,Atlanta,,,,,1,3,,,WA,,"Cinnabon, Inc",20,303285352,GA,6208728,75820616
"Six Concourse Parkway, Suite 1700",,Atlanta,,,,,1,3,,,WA,,"Cinnabon, Inc",10,303285352,GA,6208729,75820616
3268 Governor Drive,,San Diego,,,,,1,3,,,CA,,"LINDAV USA, INC.",10,92122,CA,6220942,75825779
500 South Buena Vista Street,IP Department - Trademark Group,Burbank,,,,,1,3,,,DE,,"DISNEY ENTERPRISES, INC.",30,91521,CA,6222372,75826380
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"DISNEY ENTERPRISES, INC.",20,91521,CA,6222373,75826380
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"DISNEY ENTERPRISES, INC.",10,91521,CA,6222374,75826380
2185 Lemoine Ave. Apt. 8H,,Fort Lee,,,,,1,16,,,NY,,"Apple Trees Productions, LLC",30,07024,NJ,6224081,75827085
489 Main Street,,Fort Lee,,,,,1,16,,,NY,,"Apple Trees Productions, LLC",20,07024,NJ,6224082,75827085
489 Main Street,,Fort Lee,,,,,1,16,,,NY,,"Apple Trees Productions, LLC",10,07024,NJ,6224083,75827085
Schouwburgplein 30-34,,3012 CL ROTTERDAM,,NL,,,1,3,NL,,,,SABMILLER INTERNATIONAL B.V.,31,,,6228632,75828960
Hofplein 19,,3032 AC Rotterdam,,NL,TA Sabmark International,,1,16,NL,,,,South African Breweries International (Finance) B.V.,30,,,6228633,75828960
Hofplein 19,,3032 AC Rotterdam,,NL,TA Sabmark International,,1,16,NL,,,,South African Breweries International (Finance) B.V.,20,,,6228634,75828960
Hofplein 19,,3032 AC Rotterdam,,NL,TA Sabmark International,,1,16,NL,,,,South African Breweries International (Finance) B.V.,10,,,6228635,75828960
15812 SW 137th Avenue,,Miami,,,,,1,3,,,FL,,"Disney Travel And Tours, Inc.",10,33177,FL,6231292,75830087
1109 Saunders Court,,West Chester,,,,,1,3,,,PA,,"StorNet, Inc.",10,19380,PA,6234115,75831398
"1105 North Market Street, Suite 803",,Wilmington,,,,,1,3,,,DE,,NABISCO BRANDS COMPANY,30,19801,DE,6234649,75831613
"1105 North Market Street, Suite 803",,Wilmington,,,,,1,3,,,DE,,NABISCO BRANDS COMPANY,20,19801,DE,6234650,75831613
"1105 North Market Street, Suite 803",,Wilmington,,,,,1,3,,,DE,,NABISCO BRANDS COMPANY,10,19801,DE,6234651,75831613
1029 Puerta Del Sol Drive,,Las Vegas,,,,,1,3,,,NY,,"Mannequins, Inc.",30,89138,NV,6235280,75831866
507 Spencerport Road,,Rochester,,,,,1,3,,,NY,,"Mannequins, Inc.",20,14559,NY,6235281,75831866
507 Spencerport Road,,Rochester,,,,,1,3,,,NY,,"Mannequins, Inc.",10,14559,NY,6235282,75831866
507 Spencerport Road,,Rochester,,,,,1,3,,,NY,,"Mannequins, Inc.",20,14559,NY,6235292,75831872
